source	id	tag	value	candidate	error
bsz	029626226	020.9	3-7420-103-5	374201035	E_LEN
bsz	25915735X	020.z	978882218688	978882218688	E_LEN
bsz	005238668	020.z	376541543	NA	E_MISS
bsz	263629880	020.z	97890508323X	97890508323X	E_LEN
bsz	079208584	020.9	83-8588-23-3	838588233	E_LEN
bsz	007514697	020.9	00654	NA	E_MISS
bsz	262589567	020.9	978-2-209-035382-2	97822090353822	E_LEN
bsz	102583501	020.z	09202300080	09202300080	E_LEN
bsz	263913635	020.z	393304091	NA	E_MISS
bsz	027106209	020.z	39201171220	39201171220	E_LEN
bsz	280979908	020.9	978-3-8309-200521	97838309200521	E_LEN
bsz	007907958	020.z	348915300	NA	E_MISS
bsz	011358823	020.9	592-01911-5	592019115	E_LEN
bsz	041718771	020.z	880807386	NA	E_MISS
bsz	046517618	020.9	90-6375-034	906375034	E_LEN
bsz	116642246	020.z	887223713	NA	E_MISS
bsz	02338929X	020.9	0-8951-873-6	089518736	E_LEN
bsz	059195959	020.z	586004060	NA	E_MISS
bsz	053730593	020.9	950-21-088-9	950210889	E_LEN
bsz	01650013X	020.z	388302096	NA	E_MISS
bsz	354190504	020.z	978303437253	978303437253	E_LEN
bsz	252562798	020.9	978-415-19243-9	978415192439	E_LEN
bsz	023732881	020.z	37052020705	37052020705	E_LEN
bsz	29436787X	020.z	291330355	NA	E_MISS
bsz	017901456	020.z	342344934	NA	E_MISS
bsz	060994029	020.z	391017258	NA	E_MISS
bsz	257353437	020.9	978-0978-58488-556-6	9780978584885566	E_LEN
bsz	312833482	020.z	9783494785317990	9783494785317990	E_LEN
bsz	003463753	020.9	8-8039-0045-	880390045	E_LEN
bsz	066836271	020.9	7-100-6459-4	710064594	E_LEN
bsz	020555598	020.9	3-7024-002-8	370240028	E_LEN
bsz	267728379	020.z	978938982047	978938982047	E_LEN
bsz	049400819	020.9	1-5519-740-3	155197403	E_LEN
bsz	304458120	020.z	832140863	NA	E_MISS
bsz	007423667	020.9	83-01-013-24-	830101324	E_LEN
bsz	029519799	020.z	39079670210	39079670210	E_LEN
bsz	051485982	020.z	392272380	NA	E_MISS
bsz	062598228	020.z	392162010	NA	E_MISS
bsz	264713745	020.9	978-3-896706-853-7	97838967068537	E_LEN
bsz	309762081	020.9	8147-8751-7	814787517	E_LEN
bsz	256503478	020.9	978-0-07506-2636-1	97800750626361	E_LEN
bsz	107353377	020.9	90-28-9621-4	902896214	E_LEN
bsz	019073542	020.9	3-10-0022806-5	31000228065	E_LEN
bsz	023708468	020.9	3-9245556-199	39245556199	E_LEN
bsz	023022302	020.z	392684814	NA	E_MISS
bsz	305831399	020.9	0-07-12707-2	007127072	E_LEN
bsz	041500652	020.9	2-213-031999-1	22130319991	E_LEN
bsz	007907958	020.9	3-489-15300-	348915300	E_LEN
bsz	025474944	020.z	357066487	NA	E_MISS
bsz	120819171	020.9	978-405-80204-9	978405802049	E_LEN
bsz	045105421	020.9	3-428-025-11-	342802511	E_LEN
bsz	259170372	020.9	MC-11-1	NA	E_MISS
bsz	257303669	020.9	3-93119-43-6	393119436	E_LEN
bsz	353459526	020.z	97830263442	97830263442	E_LEN
bsz	02462957X	020.z	392530895	NA	E_MISS
bsz	280575106	020.9	139781872843605	139781872843605	E_LEN
bsz	305039229	020.9	978-3-8972-538-3	978389725383	E_LEN
bsz	074055992	020.9	3-88077-0289-X	3880770289X	E_LEN
bsz	351577602	020.z	995000357	NA	E_MISS
bsz	098495747	020.9	90-90143341-3	90901433413	E_LEN
bsz	103178465	020.9	3-933127-115-9	39331271159	E_LEN
bsz	096180935	020.9	3-17-017-009-	317017009	E_LEN
bsz	106719955	020.z	392039503	NA	E_MISS
bsz	084193689	020.9	3-776-0987-0	377609870	E_LEN
bsz	075113767	020.9	7-8003-002-4	780030024	E_LEN
bsz	260958301	020.z	978866410220	978866410220	E_LEN
bsz	03680567X	020.9	358-882100651/4	358882100651	E_LEN
bsz	356083179	776.z	978862349456	978862349456	E_LEN
bsz	005501865	020.z	221803111	NA	E_MISS
bsz	078270170	020.z	377742630	NA	E_MISS
bsz	271387807	020.9	978-3.86768-172-8	867681728	E_LEN
bsz	116549645	020.9	3-447-5156-6	344751566	E_LEN
bsz	043658784	020.9	3-7927-1462	379271462	E_LEN
bsz	085939803	020.9	2-8031-173-4	280311734	E_LEN
bsz	037789244	020.z	041505074	NA	E_MISS
bsz	360586309	020.z	00206104148534	00206104148534	E_LEN
bsz	027193551	020.z	35290145	NA	E_MISS
bsz	255012667	020.z	97834845233357	97834845233357	E_LEN
bsz	06194825X	020.z	907614077	NA	E_MISS
bsz	012495530	020.z	271182161	NA	E_MISS
bsz	034617582	020.z	910186041	NA	E_MISS
bsz	371060338	020.z	103905075199	103905075199	E_LEN
bsz	05386557X	020.9	3-552-0573-6	355205736	E_LEN
bsz	01997714X	020.9	3-570-8868-5	357088685	E_LEN
bsz	00343852X	020.z	341204872	NA	E_MISS
bsz	010716831	020.9	3-7953-009-1	379530091	E_LEN
bsz	034488170	020.z	877761402	NA	E_MISS
bsz	102651736	020.9	2-84839-00-X	28483900X	E_LEN
bsz	112316492	020.9	9-771214-3340	97712143340	E_LEN
bsz	05844341X	020.9	3-8716-044-5	387160445	E_LEN
bsz	334996066	020.9	978-1-8476--289-4	978184762894	E_LEN
bsz	359318533	020.9	978-11-026325-1	978110263251	E_LEN
bsz	256663106	020.9	95092170004	95092170004	E_LEN
bsz	103825088	020.9	973-97258-3-15	97397258315	E_LEN
bsz	257694676	020.z	978812975215	978812975215	E_LEN
bsz	03986040X	020.9	0-300-2492-4	030024924	E_LEN
bsz	013509756	020.9	3-361-0004-1	336100041	E_LEN
bsz	013512749	020.z	32663015X	NA	E_MISS
bsz	303971665	020.z	978905810028	978905810028	E_LEN
bsz	079765106	020.z	388960433	NA	E_MISS
bsz	117346918	020.z	393855308	NA	E_MISS
bsz	111452155	020.z	978377054036	978377054036	E_LEN
bsz	118017314	020.9	3-89-917-254-	389917254	E_LEN
bsz	082304572	020.9	2-7118-39-27-	271183927	E_LEN
bsz	065485955	020.z	290657165	NA	E_MISS
bsz	083797262	020.z	393188804	NA	E_MISS
bsz	094547823	020.9	3-91008-26-7	391008267	E_LEN
bsz	085656917	020.9	3-932715-3-4	393271534	E_LEN
bsz	007244479	020.9	83-01-010	NA	E_MISS
bsz	09126913X	020.9	83-911-081-6	839110816	E_LEN
bsz	277915295	020.9	1-87996-23-7	187996237	E_LEN
bsz	049302663	020.9	86-8210-05-2	868210052	E_LEN
bsz	043117007	020.z	290363918	NA	E_MISS
bsz	021730067	020.z	526516449	NA	E_MISS
bsz	052594815	020.z	593386001	NA	E_MISS
bsz	109009037	020.z	285809043	NA	E_MISS
bsz	012240648	020.9	3-92-1059-85-	392105985	E_LEN
bsz	006124453	020.z	316334925	NA	E_MISS
bsz	106815342	020.9	3-7896-611-1	378966111	E_LEN
bsz	321059360	020.z	97839397930609	97839397930609	E_LEN
bsz	097865389	020.z	38769088205	38769088205	E_LEN
bsz	017102294	020.z	271180157	NA	E_MISS
bsz	250146274	020.z	37674995	NA	E_MISS
bsz	058017054	020.z	185995217	NA	E_MISS
bsz	051085798	020.z	352919186	NA	E_MISS
bsz	016714911	020.z	392122062	NA	E_MISS
bsz	266945562	020.9	978-8204-8937-7	978820489377	E_LEN
bsz	082341990	020.9	3-910019-15-32	39100191532	E_LEN
bsz	281375313	020.z	18624944	NA	E_MISS
bsz	285554530	020.z	202308685	NA	E_MISS
bsz	033913935	020.z	326104706	NA	E_MISS
bsz	062734806	020.z	96385152036	96385152036	E_LEN
bsz	044258062	020.9	3-907-117-03-	390711703	E_LEN
bsz	252557697	020.9	03-03939-037-6	03039390376	E_LEN
bsz	103227768	020.9	0-14-015-018-	014015018	E_LEN
bsz	020728077	020.9	88-7741-416-	887741416	E_LEN
bsz	318645157	020.9	978-1-60876-151- 7	978160876151	E_LEN
bsz	035512989	020.z	342329641	NA	E_MISS
bsz	259088900	020.z	978274496244	978274496244	E_LEN
bsz	008322945	020.z	392132401	NA	E_MISS
bsz	007131453	020.z	37000043	NA	E_MISS
bsz	111822750	020.z	298032479	NA	E_MISS
bsz	280575106	020.9	101872843603	101872843603	E_LEN
bsz	329414461	020.z	756080092	NA	E_MISS
bsz	056085109	020.9	3-297-4715-6	329747156	E_LEN
bsz	003496856	020.z	312927438	NA	E_MISS
bsz	085656860	020.9	3-932715-3-4	393271534	E_LEN
bsz	276099923	020.z	97839393820809	97839393820809	E_LEN
bsz	255350473	020.9	3-85316-25-5	385316255	E_LEN
bsz	03853245X	020.9	3-900-746-62-	390074662	E_LEN
bsz	070046824	020.9	5-86-004-171-	586004171	E_LEN
bsz	041317297	020.9	3-921389-71-	392138971	E_LEN
bsz	095471723	020.9	2-912-912-03-	291291203	E_LEN
bsz	022322795	020.z	50220164585	50220164585	E_LEN
bsz	118282204	020.9	978-503-08754	97850308754	E_LEN
bsz	114199361	020.z	38868007533	38868007533	E_LEN
bsz	093833776	020.9	3-90915-38-6	390915386	E_LEN
bsz	096357126	020.z	392303950	NA	E_MISS
bsz	119448440	020.9	3-3-8343-3013-2	33834330132	E_LEN
bsz	112481752	020.z	081911090	NA	E_MISS
bsz	022762469	020.z	354951093	NA	E_MISS
bsz	338766804	020.9	978-394175537	978394175537	E_LEN
bsz	060866209	020.9	3-92860-73-X	39286073X	E_LEN
bsz	087522381	020.z	966000308	NA	E_MISS
bsz	339646365	020.z	978121349707	978121349707	E_LEN
bsz	031278299	020.9	3-476-0680-0	347606800	E_LEN
bsz	312600429	020.9	82-92588-02-07	82925880207	E_LEN
bsz	040924661	020.9	3-771-0249-0	377102490	E_LEN
bsz	042520517	020.9	80-8555-06-3	808555063	E_LEN
bsz	048269166	020.9	3-9007630-453	39007630453	E_LEN
bsz	280363249	020.9	978-90-6829-89-9	978906829899	E_LEN
bsz	063326426	020.z	844820982	NA	E_MISS
bsz	337260583	776.z	10.1515/jjzg	NA	E_MISS
bsz	016374568	020.9	3-88609-29-9	388609299	E_LEN
bsz	277025559	020.z	29777879X	NA	E_MISS
bsz	116903619	020.9	978-0387-2515	97803872515	E_LEN
bsz	304543985	776.z	9780203ß15308	NA	E_MISS
bsz	065780221	020.9	3-447-4029-7	344740297	E_LEN
bsz	309762081	020.z	814787517	NA	E_MISS
bsz	302190708	020.z	139783940464019	139783940464019	E_LEN
bsz	115189866	020.z	310008601	NA	E_MISS
bsz	287473589	020.9	1-599753-753-2	15997537532	E_LEN
bsz	066728711	020.z	075030451	NA	E_MISS
bsz	06478634X	020.z	290142413	NA	E_MISS
bsz	111822750	020.9	2-980-3247-9-	298032479	E_LEN
bsz	307135535	020.z	978342137327	978342137327	E_LEN
bsz	070951128	020.z	074942803	NA	E_MISS
bsz	327740558	020.z	S120093124	NA	E_MISS
bsz	039164314	020.z	360895889	NA	E_MISS
bsz	023676353	020.z	377991838	NA	E_MISS
bsz	070046824	020.z	586004171	NA	E_MISS
bsz	006332900	020.z	357005106	NA	E_MISS
bsz	35033742X	020.z	978184400292	978184400292	E_LEN
bsz	071794638	020.z	288028M0729	NA	E_MISS
bsz	044439555	020.z	079720331	NA	E_MISS
bsz	005990181	020.9	3-7001-243-7	370012437	E_LEN
bsz	352603801	020.z	CND030200440	NA	E_MISS
bsz	115602402	020.9	3-451-28256	345128256	E_LEN
bsz	011695919	020.9	262-19062-1	262190621	E_LEN
bsz	01657494X	020.z	377552107	NA	E_MISS
bsz	381062244	020.z	978346541870	978346541870	E_LEN
bsz	094627835	020.9	3-458-1224-7	345812247	E_LEN
bsz	263773663	020.z	978310062945	978310062945	E_LEN
bsz	089065964	020.9	3-88895-11-2	388895112	E_LEN
bsz	003500446	020.9	3-571-9146-4	357191464	E_LEN
bsz	02855163X	020.z	19238918805	19238918805	E_LEN
bsz	035176393	020.z	370171334	NA	E_MISS
bsz	052455858	020.9	3-90509-11-X	39050911X	E_LEN
bsz	026965992	020.9	3-280-2068-9	328020689	E_LEN
bsz	02674905X	020.z	917032358	NA	E_MISS
bsz	056814380	020.z	325408224	NA	E_MISS
bsz	332907724	020.9	978-978-3-11-023347-6	9789783110233476	E_LEN
bsz	054824028	020.z	188525421	NA	E_MISS
bsz	112500072	020.9	-7484-0199-7	748401997	E_LEN
bsz	01356434X	020.9	3-8185-003-7	381850037	E_LEN
bsz	049845438	020.z	03879377218	03879377218	E_LEN
bsz	329364502	020.z	97838007	NA	E_MISS
bsz	279613059	020.9	3-470 45309-5	NA	E_MISS
bsz	03456392X	020.9	84-8527-54-4	848527544	E_LEN
bsz	064238148	020.9	2-01-15-4995-	201154995	E_LEN
bsz	281640068	020.9	978-86068-333-0	978860683330	E_LEN
bsz	055167888	020.9	3-7970-129-0	379701290	E_LEN
bsz	009322418	020.z	359673390	NA	E_MISS
bsz	305040960	020.z	978389729893	978389729893	E_LEN
bsz	005812887	020.9	3-434-3014-7	343430147	E_LEN
bsz	120178850	020.9	89-954964	NA	E_MISS
bsz	325878897	020.z	97830321629302	97830321629302	E_LEN
bsz	046736174	020.9	3-92300-80-7	392300807	E_LEN
bsz	101361025	020.9	X-9145-8300-8	X914583008	E_CONV
bsz	279157754	020.9	978-88309-424-3	978883094243	E_LEN
bsz	364766034	020.9	3-923-132-20-	392313220	E_LEN
bsz	018693067	020.9	3-8799-036-0	387990360	E_LEN
bsz	107592185	020.z	27118444309	27118444309	E_LEN
bsz	007335415	020.9	3-462-01452	346201452	E_LEN
bsz	272954284	020.9	978-3-515-9062-9	978351590629	E_LEN
bsz	363031928	776.z	978342837112	978342837112	E_LEN
bsz	00491001X	020.9	3-452-1838-1	345218381	E_LEN
bsz	032971273	020.9	3-89419-23-X	38941923X	E_LEN
bsz	259908614	020.z	39004717101	39004717101	E_LEN
bsz	013044249	020.9	3-88-143-025	388143025	E_LEN
bsz	038036908	020.z	314300297	NA	E_MISS
bsz	111792231	020.z	085272312	NA	E_MISS
bsz	120701944	020.9	3-7401-000-1	374010001	E_LEN
bsz	068738005	020.z	917000739	NA	E_MISS
bsz	27554902X	020.9	916622-50-9	916622509	E_LEN
bsz	082864160	020.z	52179	NA	E_MISS
bsz	007244479	020.z	8301010	NA	E_MISS
bsz	056146914	020.9	0-88314-507f -	088314507	E_LEN
bsz	09901307X	020.9	3-91003-21-8	391003218	E_LEN
bsz	344609367	776.z	978433601068	978433601068	E_LEN
bsz	118349740	020.z	97854025274	97854025274	E_LEN
bsz	005928842	020.9	3-529-1911-9	352919119	E_LEN
bsz	005203198	020.9	3-436-0196-3	343601963	E_LEN
bsz	099610183	020.9	3-92047-41-8	392047418	E_LEN
bsz	066840856	020.z	907431419	NA	E_MISS
bsz	111939186	020.z	97852180809	97852180809	E_LEN
bsz	011007826	020.9	07-028650-7	070286507	E_LEN
bsz	392372525	020.z	978952280416	978952280416	E_LEN
bsz	107108569	020.9	3-723-1165-1	372311651	E_LEN
bsz	11733832X	020.9	3-89870-206-05	38987020605	E_LEN
bsz	356809420	020.z	97896099065000	97896099065000	E_LEN
bsz	087340380	020.9	963-05-4151	963054151	E_LEN
bsz	077920090	020.z	3 8062 1400 X	NA	E_MISS
bsz	022841105	020.z	37730834X	NA	E_MISS
bsz	356261956	020.9	978-3-87-71-248-8	978387712488	E_LEN
bsz	027309851	020.9	83-229-570-Xf	83229570X	E_LEN
bsz	017347181	020.9	3-540-935583-5	35409355835	E_LEN
bsz	349406138	020.z	562801204	NA	E_MISS
bsz	25915735X	020.9	978-88221-868-8	978882218688	E_LEN
bsz	107353377	020.z	902896214	NA	E_MISS
bsz	324161565	020.9	3-99014-03-1	399014031	E_LEN
bsz	391792180	020.9	978-11-029769-0	978110297690	E_LEN
bsz	055535135	020.9	5-7137-007-0	571370070	E_LEN
bsz	107693119	020.z	34522555301	34522555301	E_LEN
bsz	046947957	020.9	3-7887-299-0	378872990	E_LEN
bsz	059078812	020.9	963-846-06-6	963846066	E_LEN
bsz	075121514	020.z	096234403	NA	E_MISS
bsz	253789591	020.9	83-83-85638-53-9	838385638539	E_LEN
bsz	079208584	020.z	838588233	NA	E_MISS
bsz	272790826	020.9	2-09-176909	209176909	E_LEN
bsz	001654209	020.9	340-07343-8	340073438	E_LEN
bsz	303413565	020.z	978764381257	978764381257	E_LEN
bsz	019961391	020.9	3-7667-10185-9	37667101859	E_LEN
bsz	258582219	020.9	3-11-019092-32	31101909232	E_LEN
bsz	267793561	020.9	978-3-8842-023-2	978388420232	E_LEN
bsz	107108569	020.z	372311651	NA	E_MISS
bsz	315020296	020.z	978342357752	978342357752	E_LEN
bsz	003463753	020.z	880390045	NA	E_MISS
bsz	020953003	020.9	3-512-0026-9	351200269	E_LEN
bsz	101361025	020.z	X914583008	X914583008	E_CONV
bsz	105252824	020.9	3-91001-16-0	391001160	E_LEN
bsz	025759876	020.z	357066428	NA	E_MISS
bsz	040754014	020.9	0-200-0552-8	020005528	E_LEN
bsz	02347369X	020.z	392308524	NA	E_MISS
bsz	117882062	020.z	978041528	NA	E_MISS
bsz	024021814	020.z	388608247	NA	E_MISS
bsz	284448478	020.9	M-2018-0054-7	201800547	E_LEN
bsz	018533841	020.z	290144281	NA	E_MISS
bsz	062125176	020.9	5-7137-059-3	571370593	E_LEN
bsz	048153443	020.z	224604241	NA	E_MISS
bsz	094912491	020.9	84-89344-10-	848934410	E_LEN
bsz	27230669X	020.z	916673235	NA	E_MISS
bsz	103893210	020.9	3-443-1507-2	344315072	E_LEN
bsz	049463357	020.z	026211193	NA	E_MISS
bsz	056372329	020.9	0-444-41259	044441259	E_LEN
bsz	074112619	020.z	115112776	NA	E_MISS
bsz	063797380	020.z	392339171	NA	E_MISS
bsz	36330505X	020.9	978-926499-59-2	978926499592	E_LEN
bsz	100732577	020.9	2-909-828-02-	290982802	E_LEN
bsz	272986097	020.9	978-7851-0514-0	978785105140	E_LEN
bsz	095136053	020.9	3-934652-6-6	393465266	E_LEN
bsz	372438407	020.z	978763940554	978763940554	E_LEN
bsz	010881115	020.9	2-7082-011603	27082011603	E_LEN
bsz	383845610	020.z	978398656006	978398656006	E_LEN
bsz	001829696	020.z	720440653	NA	E_MISS
bsz	30298240X	020.z	978883179447	978883179447	E_LEN
bsz	107836262	020.z	978359372198	978359372198	E_LEN
bsz	065462513	020.z	52294700161	52294700161	E_LEN
bsz	275494950	020.z	M003016788	NA	E_MISS
bsz	285835084	020.z	978007126631D	978007126631	E_LEN
bsz	063121069	020.9	3-927341-3	39273413	E_LEN
bsz	331920522	020.9	7-5402-034-2	754020342	E_LEN
bsz	365648485	776.z	978384941114	978384941114	E_LEN
bsz	05441279X	020.z	390151207	NA	E_MISS
bsz	118261568	020.9	781574446791	781574446791	E_LEN
bsz	337513309	020.9	978-3-503-3-503-12270-7	97835033503122707	E_LEN
bsz	008456356	020.9	3-7911-0076	379110076	E_LEN
bsz	027147118	020.9	3-923-132-22-	392313222	E_LEN
bsz	020925344	020.9	3-499-7412-X	34997412X	E_LEN
bsz	009205063	020.z	376388043	NA	E_MISS
bsz	347221629	020.z	97839821431711	97839821431711	E_LEN
bsz	389870447	776.z	978365802211	978365802211	E_LEN
bsz	019713665	020.9	3-7911-165-X	37911165X	E_LEN
bsz	355374420	020.z	(70218)	NA	E_MISS
bsz	050091727	020.z	344100439	NA	E_MISS
bsz	026905450	020.z	382262291f	NA	E_MISS
bsz	116229705	020.z	58744442162	58744442162	E_LEN
bsz	002697807	020.9	90-6032-412	906032412	E_LEN
bsz	087730278	020.z	290425106	NA	E_MISS
bsz	115602402	020.z	345128256	NA	E_MISS
bsz	041718771	020.9	88-08--07386-	880807386	E_LEN
bsz	049409131	020.9	3-980-2397-7-	398023977	E_LEN
bsz	27728936X	020.9	978-0-203-185911-7	97802031859117	E_LEN
bsz	049704869	020.9	3-320-0190-5	332001905	E_LEN
bsz	084198532	020.z	38889971039	38889971039	E_LEN
bsz	050958607	020.z	838620048	NA	E_MISS
bsz	006589278	020.9	3-85-028-030-	385028030	E_LEN
bsz	302417176	020.9	978-3-902606-09-02	97839026060902	E_LEN
bsz	352603801	020.9	CN-D03-02-0044-0	030200440	E_LEN
bsz	36330505X	020.z	978926499592	978926499592	E_LEN
bsz	091669588	020.z	392153378	NA	E_MISS
bsz	255716648	020.9	3-421-3591-1	342135911	E_LEN
bsz	100043720	020.9	3-931988-07-04	39319880704	E_LEN
bsz	061523461	020.9	951-66-035-5	951660355	E_LEN
bsz	119366444	020.9	978-0387-9765	97803879765	E_LEN
bsz	253789591	020.z	838385638539	838385638539	E_LEN
bsz	009361596	020.z	348530899	NA	E_MISS
bsz	113532776	020.9	0-06-43475-6	006434756	E_LEN
bsz	011081376	020.9	471-55359-X	47155359X	E_LEN
bsz	02292082X	020.z	00904887081	00904887081	E_LEN
bsz	01330657X	020.z	342806296	NA	E_MISS
bsz	257085211	020.9	978-7691-0523-0	978769105230	E_LEN
bsz	016591089	020.z	385124901	NA	E_MISS
bsz	267635761	020.9	978-3-12-4111000-8	97831241110008	E_LEN
bsz	048998656	020.z	838675900	NA	E_MISS
bsz	251074986	020.z	M006529926	NA	E_MISS
bsz	305978594	020.z	978126767850	978126767850	E_LEN
bsz	121689875	020.9	3-90902005-31	39090200531	E_LEN
bsz	323070809	020.9	88-88784-	NA	E_MISS
bsz	024449458	020.9	3-506-7452-5	350674525	E_LEN
bsz	335822436	020.9	3-8999-022-6	389990226	E_LEN
bsz	287220834	020.9	978-3-814-7723-0	978381477230	E_LEN
bsz	258414251	020.z	195622588	NA	E_MISS
bsz	008931739	020.9	3-322-0028-3f	332200283	E_LEN
bsz	362530866	020.9	978-5-9397-282-4	978593972824	E_LEN
bsz	01843116X	020.9	3-80320-47-0	380320470	E_LEN
bsz	065169751	020.9	3-980-5312-3-	398053123	E_LEN
bsz	251073068	020.z	M006457663	NA	E_MISS
bsz	027782050	020.9	3-7052-0206-14	37052020614	E_LEN
bsz	05385991X	020.z	342373802	NA	E_MISS
bsz	083797262	020.9	3-93188-80-4	393188804	E_LEN
bsz	283169214	020.9	90229-165-3	902291653	E_LEN
bsz	038647699	020.z	327902942	NA	E_MISS
bsz	113248784	020.9	2-90-9886-45-	290988645	E_LEN
bsz	052206637	020.9	83-232-723-2	832327232	E_LEN
bsz	121571939	020.z	97839082552	97839082552	E_LEN
bsz	257779396	020.9	1-882131-7-5	188213175	E_LEN
bsz	321059360	020.9	978-3-939793-06-09	97839397930609	E_LEN
bsz	119827514	020.z	390116712	NA	E_MISS
bsz	047656069	020.9	12-662050-4	126620504	E_LEN
bsz	096952229	020.z	39220097X	NA	E_MISS
bsz	272695866	020.9	9952-428-01-12	99524280112	E_LEN
bsz	118177923	020.z	093530193	NA	E_MISS
bsz	074606301	020.9	9-10307-11-3	910307113	E_LEN
bsz	027782050	020.z	37052020614	37052020614	E_LEN
bsz	262237598	020.9	978-86651-026-5	978866510265	E_LEN
bsz	354134256	020.z	978866452039	978866452039	E_LEN
bsz	006896618	020.9	3-498-0428-0	349804280	E_LEN
bsz	306968959	020.z	978837543400	978837543400	E_LEN
bsz	075132222	020.z	290872814	NA	E_MISS
bsz	013044249	020.z	388143025	NA	E_MISS
bsz	013498924	020.z	31100780820	31100780820	E_LEN
bsz	038940884	020.9	80-95-214-10-	809521410	E_LEN
bsz	034535969	020.9	3-89254-164-	389254164	E_LEN
bsz	346391687	020.z	674362381	NA	E_MISS
bsz	02788452X	020.z	809002724	NA	E_MISS
bsz	081694865	020.9	2-86978-08-X	28697808X	E_LEN
bsz	038849062	020.z	351827778	NA	E_MISS
bsz	360586309	020.9	0020-610414-8534	00206104148534	E_LEN
bsz	05653759X	020.9	385562-001-41	38556200141	E_LEN
bsz	024045446	020.z	342309403	NA	E_MISS
bsz	034429980	020.9	91-0506-0957-2	91050609572	E_LEN
bsz	375900284	020.z	883171222	NA	E_MISS
bsz	370539729	020.9	978-5-5901-24417-3	97855901244173	E_LEN
bsz	039556298	020.z	185074084	NA	E_MISS
bsz	108017729	020.9	80-207-171-0	802071710	E_LEN
bsz	014313669	020.9	83-08-02107	830802107	E_LEN
bsz	021400466	020.z	385770085	NA	E_MISS
bsz	103178465	020.z	39331271159	39331271159	E_LEN
bsz	028975944	020.z	392451355	NA	E_MISS
bsz	093944764	020.9	3-87989-38-2	387989382	E_LEN
bsz	029848016	020.z	318419033	NA	E_MISS
bsz	016764412	020.z	204157476f	NA	E_MISS
bsz	07541306X	020.9	3-7701-459-5	377014595	E_LEN
bsz	051050846	020.9	90-5086-19-4	905086194	E_LEN
bsz	062788973	020.9	32-929685-00-0	32929685000	E_LEN
bsz	332760510	020.9	978-3-8527-568-4	978385275684	E_LEN
bsz	103157700	020.z	382586568	NA	E_MISS
bsz	099145154	020.9	1-900-663-69-	190066369	E_LEN
bsz	018475973	020.z	352920028	NA	E_MISS
bsz	105084174	020.z	378960609	NA	E_MISS
bsz	044661266	020.9	83-00-0106-5	830001065	E_LEN
bsz	120869616	020.z	97803872443	97803872443	E_LEN
bsz	257884556	020.z	978830916802	978830916802	E_LEN
bsz	024449458	020.z	350674525	NA	E_MISS
bsz	366521780	020.z	978832194567	978832194567	E_LEN
bsz	007325975	020.z	38151240715	38151240715	E_LEN
bsz	026905450	020.9	3-8226-2291-f	382262291	E_LEN
bsz	02292082X	020.9	0-0904887-081	00904887081	E_LEN
bsz	095292489	020.z	38296002405	38296002405	E_LEN
bsz	322521947	020.9	978-966-02-4513	978966024513	E_LEN
bsz	353459526	020.9	978-3-026344-2	97830263442	E_LEN
bsz	339420421	020.9	3-93380-24-3	393380243	E_LEN
bsz	046059121	020.z	19945349105	19945349105	E_LEN
bsz	098642154	020.z	392711517	NA	E_MISS
bsz	030803152	020.z	585035003	NA	E_MISS
bsz	36580195X	020.z	97837799260302	97837799260302	E_LEN
bsz	285114867	020.z	88 7242 8114	NA	E_MISS
bsz	263280152	020.z	03955424186	03955424186	E_LEN
bsz	077920090	020.9	3 8062 1400 X	NA	E_MISS
bsz	337426244	020.9	978-605-4075-74	978605407574	E_LEN
bsz	325171696	020.z	978073781610	978073781610	E_LEN
bsz	367036053	776.z	978847000105	978847000105	E_LEN
bsz	009250441	020.9	3-570-2539-X	35702539X	E_LEN
bsz	058727094	020.9	3-92797-31-3	392797313	E_LEN
bsz	261618687	020.z	343047328	NA	E_MISS
bsz	09859348X	020.z	298032478	NA	E_MISS
bsz	058998535	020.9	80-90176-8-6	809017686	E_LEN
bsz	251733017	020.9	393-09389-1	393093891	E_LEN
bsz	120694832	020.z	13:97839378721	97839378721	E_LEN
bsz	031633714	020.9	3-8092-715-2	380927152	E_LEN
bsz	119352370	020.z	97805218466	97805218466	E_LEN
bsz	085157082	020.z	290425112	NA	E_MISS
bsz	117346918	020.9	3-93855-3-08-	393855308	E_LEN
bsz	095869832	020.9	2-275-1195-6	227511956	E_LEN
